longitude,latitude,flood_label,elevation,slope,aspect,flow_accumulation,twi,curvature,mean_annual_rainfall,mean_rainy_days,extreme_rain_freq,lulc,ndvi,soil_permeability,distance_to_river,distance_to_drainage,gpm_antecedent_rainfall
3.251856412748462,6.510584937420439,1,8.160996,2.9448884,182.38358,184.0,8.462103,1.4323907,1635.545,126.7,1.8,50.0,0.21419327,27.279438,5569.8594,1347.054,60.66
3.2437715751913863,6.4547995582766164,1,6.0183034,0.89623874,74.579994,3.5978863,5.9595995,0.4560848,1572.0745,124.3,1.3,50.0,0.081513874,26.56142,11628.756,499.36572,55.355
3.2561683261122356,6.472855695487419,1,14.965095,2.0924022,163.4503,1.0,3.4193292,0.5626936,1551.5386,125.8,1.4,30.0,0.36644655,29.167881,21620.162,170.77823,55.355
3.2817703117096424,6.503039089033835,1,7.7332296,2.9214802,158.76491,1.0,3.208868,-0.06965853,1635.545,126.7,1.8,50.0,0.20309809,28.1069,7898.259,318.6642,60.66
3.2580547882088866,6.493606778550579,1,8.663519,3.3982742,159.08621,12.9889145,5.462125,-2.6046364,1551.5386,125.8,1.4,30.0,0.39161336,32.045044,12461.392,824.89087,55.355
3.3038688676989825,6.48444396265256,1,3.8557677,2.494082,240.2771,1.8728517,3.442311,-1.6467919,1509.2141,124.8,1.2,50.0,0.1011555,26.0,984.96875,162.39221,62.36625
3.232991791781952,6.447792699060484,1,5.851183,3.4476674,144.83119,1.0,2.94186,-0.5970513,1748.6932,122.2,2.3,50.0,0.06538308,27.458347,5917.2563,237.38736,55.355
3.2572463044531794,6.463153890418928,1,6.8336935,3.3273232,176.40218,10.0,5.337694,0.3591445,1551.5386,125.8,1.4,50.0,0.08957846,29.0,19802.256,240.60417,55.355
3.2532038856746412,6.435395948139635,1,0.34680253,2.3825977,111.01323,8.0,5.826191,0.10369057,1709.9641,123.4,1.7,80.0,0.2330163,21.928265,7645.3315,36.567287,55.355
3.244580058947094,6.496032229817702,1,4.929789,2.2422109,198.93005,6.172717,5.291967,0.8449078,1572.0745,124.3,1.3,50.0,0.21188983,31.0,7207.4766,880.2387,55.355
3.268834571618321,6.520017247903693,1,19.745184,2.663834,191.12486,1.0,3.2142615,-1.7290003,1635.545,126.7,1.8,50.0,0.20383622,29.075644,15742.135,1035.6775,60.66
3.30467735145469,6.440516345259116,1,1.142867,3.239574,137.49075,2.5451672,4.109139,2.363069,1685.709,123.2,1.7,50.0,0.15486111,26.5,4513.32,28.382101,62.36625
